timestamp,close,high,low,open,volume
1431538446,32.675,32.679,32.67,32.67,4200
1431538502,32.675,32.685,32.67,32.67,17600
1431538564,32.7,32.7,32.671,32.68,11300
1431538622,32.685,32.7,32.68,32.6962,19300
1431538683,32.6838,32.69,32.68,32.68,7600
1431538742,32.68,32.69,32.68,32.69,6100
1431538859,32.695,32.7,32.681,32.69,8100
1431538860,32.7,32.7,32.69,32.69,4600
1431538979,32.6938,32.7,32.69,32.6967,4300
1431538980,32.7,32.7,32.69,32.69,11000
1431539098,32.7072,32.71,32.695,32.7,18500
1431539101,32.7,32.71,32.69,32.71,38600
1431539219,32.71,32.71,32.69,32.7,41700
1431539222,32.705,32.71,32.7,32.7,5200
1431539281,32.7003,32.71,32.7,32.7,20500
1431539344,32.715,32.72,32.7,32.7,64600
1431539400,32.7,32.72,32.7,32.71,16000
1431539464,32.7056,32.71,32.69,32.705,46600
1431539579,32.7001,32.71,32.7,32.71,7300
1431539581,32.7,32.72,32.7,32.7,104600
1431539642,32.68,32.71,32.68,32.7,38400
1431539706,32.67,32.6855,32.67,32.68,35600
1431539763,32.6715,32.68,32.67,32.67,68400
1431539878,32.675,32.68,32.66,32.67,57200
1431539883,32.67,32.675,32.67,32.675,17100
1431539942,32.66,32.6688,32.66,32.6601,9000
1431540000,32.665,32.67,32.66,32.66,6200
1431540060,32.665,32.67,32.66,32.665,23100
1431540120,32.665,32.669,32.66,32.665,8500
1431540234,32.67,32.67,32.66,32.6699,7200
1431540299,32.69,32.69,32.66,32.66,29900
1431540300,32.68,32.7,32.68,32.69,24600
1431540362,32.681,32.69,32.68,32.685,9700
1431540479,32.675,32.69,32.67,32.69,33700
1431540480,32.67,32.68,32.67,32.679,11400
1431540544,32.675,32.68,32.67,32.675,16400
1431540601,32.675,32.68,32.67,32.67,38500
1431540662,32.67,32.68,32.67,32.68,32600
1431540720,32.675,32.68,32.67,32.67,65800
1431540780,32.675,32.68,32.67,32.68,7400
1431540895,32.67,32.68,32.67,32.67,3800
1431540900,32.69,32.7,32.67,32.675,83900
1431540964,32.685,32.695,32.68,32.69,117400
1431541020,32.685,32.6885,32.68,32.685,20500
1431541080,32.66,32.685,32.66,32.68,95700
1431541143,32.671,32.68,32.66,32.66,49500
1431541258,32.675,32.6765,32.67,32.67,35000
1431541319,32.675,32.68,32.67,32.67,59000
1431541320,32.69,32.69,32.67,32.68,49900
1431541382,32.685,32.69,32.68,32.69,39000
1431541441,32.69,32.69,32.68,32.69,10800
1431541500,32.69,32.69,32.67,32.68,106400
1431541563,32.685,32.69,32.68,32.69,16200
1431541620,32.7099,32.7099,32.685,32.685,55400
1431541680,32.6901,32.71,32.69,32.7001,23300
1431541798,32.69,32.7,32.69,32.6963,7400
1431541800,32.67,32.6999,32.67,32.69,102100
1431541861,32.685,32.69,32.67,32.675,27300
1431541926,32.68,32.69,32.68,32.6836,15500
1431542039,32.69,32.69,32.68,32.685,10000
1431542099,32.685,32.69,32.68,32.685,23100
1431542159,32.69,32.69,32.68,32.685,12300
1431542160,32.6836,32.69,32.68,32.69,8600
1431542220,32.7,32.71,32.685,32.685,96100
1431542280,32.695,32.7,32.69,32.695,50300
1431542340,32.691,32.7,32.69,32.69,38900
1431542403,32.69,32.7,32.69,32.695,7400
1431542461,32.7,32.7,32.68,32.69,157200
1431542579,32.71,32.71,32.6949,32.6956,39000
1431542639,32.71,32.72,32.7,32.7,19400
1431542641,32.715,32.72,32.71,32.715,8000
1431542700,32.7151,32.72,32.71,32.71,11000
1431542817,32.71,32.715,32.7,32.7136,21900
1431542820,32.725,32.73,32.7,32.704,44600
1431542937,32.7212,32.73,32.72,32.725,9700
1431542940,32.7,32.725,32.695,32.725,77900
1431543003,32.7,32.708,32.69,32.7,10200
1431543065,32.69,32.7,32.69,32.7,7800
1431543120,32.686,32.7,32.68,32.69,35300
1431543180,32.6956,32.7,32.68,32.685,63300
1431543240,32.7,32.7,32.69,32.695,5800
1431543301,32.685,32.7,32.68,32.7,76000
1431543361,32.67,32.685,32.67,32.685,44900
1431543478,32.6738,32.68,32.67,32.6799,6800
1431543537,32.68,32.68,32.67,32.67,9600
1431543540,32.675,32.68,32.67,32.68,5500
1431543600,32.69,32.69,32.67,32.675,37700
1431543663,32.701,32.71,32.69,32.69,62900
1431543721,32.72,32.72,32.7,32.705,23900
1431543783,32.695,32.72,32.69,32.7172,76300
1431543843,32.705,32.705,32.69,32.69,16900
1431543958,32.72,32.72,32.705,32.705,16900
1431543963,32.71,32.72,32.71,32.72,11600
1431544023,32.739,32.74,32.71,32.719,66300
1431544139,32.74,32.74,32.73,32.7351,16600
1431544141,32.73,32.74,32.73,32.735,11900
1431544202,32.73,32.74,32.73,32.735,8000
1431544261,32.71,32.74,32.71,32.73,84300
1431544376,32.7151,32.72,32.71,32.715,37300
1431544381,32.71,32.72,32.71,32.71,95700
1431544499,32.71,32.72,32.71,32.715,17000
1431544559,32.725,32.73,32.71,32.7128,29200
1431544561,32.74,32.74,32.72,32.73,88100
1431544620,32.735,32.74,32.73,32.735,11300
1431544680,32.715,32.74,32.71,32.7344,57400
1431544741,32.715,32.717,32.71,32.71,22800
1431544803,32.7,32.715,32.69,32.715,69900
1431544860,32.705,32.7055,32.68,32.7,44300
1431544923,32.69,32.71,32.69,32.705,30300
1431544984,32.695,32.7,32.675,32.69,64700
1431545052,32.7162,32.72,32.69,32.69,39500
1431545159,32.71,32.7294,32.71,32.71,47000
1431545161,32.71,32.72,32.7,32.72,41000
1431545225,32.72,32.72,32.7,32.705,20400
1431545280,32.71,32.72,32.7,32.715,61000
1431545353,32.71,32.72,32.71,32.72,20700
1431545400,32.69,32.72,32.69,32.71,70200
1431545519,32.7,32.7,32.69,32.69,14700
1431545520,32.68,32.7,32.67,32.695,86400
1431545637,32.685,32.69,32.68,32.68,63800
1431545698,32.675,32.69,32.675,32.69,60100
1431545758,32.66,32.68,32.66,32.67,101600
1431545760,32.67,32.67,32.65,32.6699,101600
1431545820,32.6729,32.68,32.6634,32.67,24800
1431545880,32.6718,32.68,32.67,32.675,16100
1431545940,32.665,32.675,32.66,32.67,62000
1431546059,32.685,32.685,32.66,32.665,117200
1431546118,32.69,32.7,32.68,32.681,106900
1431546121,32.7,32.7,32.69,32.69,31400
1431546181,32.6933,32.7,32.69,32.69,25300
1431546240,32.695,32.7,32.69,32.695,30100
1431546300,32.7,32.71,32.68,32.695,103700
1431546361,32.705,32.71,32.7,32.71,14700
1431546479,32.7,32.71,32.7,32.71,29000
1431546480,32.705,32.71,32.7,32.705,78400
1431546599,32.71,32.71,32.7,32.705,65900
1431546600,32.675,32.705,32.67,32.7,288800
1431546719,32.66,32.68,32.65,32.675,101500
1431546720,32.67,32.67,32.65,32.655,121900
1431546839,32.64,32.67,32.64,32.66,93400
1431546840,32.66,32.66,32.63,32.641,180000
1431546959,32.65,32.67,32.65,32.655,142500
1431547019,32.64,32.66,32.64,32.655,105400
1431547020,32.64,32.65,32.64,32.645,102800
1431547139,32.64,32.65,32.64,32.6499,127800
1431547140,32.65,32.65,32.65,32.65,100
1431547199,32.65,32.705,32.64,32.65,378000
1431547200,32.655,32.655,32.655,32.655,200
