Mark, Long Call Profit, Short Call Profit, Long Put Profit, Short Put Profit, Net Profit
0.6600000000000004,-5.0,5.0,-94.34,-94.34,-188.68
0.6700000000000004,-5.0,5.0,-94.33,-94.33,-188.66
0.6800000000000004,-5.0,5.0,-94.32,-94.32,-188.64
0.6900000000000004,-5.0,5.0,-94.31,-94.31,-188.62
0.7000000000000004,-5.0,5.0,-94.3,-94.3,-188.6
0.7100000000000004,-5.0,5.0,-94.29,-94.29,-188.58
0.7200000000000004,-5.0,5.0,-94.28,-94.28,-188.56
0.7300000000000004,-5.0,5.0,-94.27,-94.27,-188.54
0.7400000000000004,-5.0,5.0,-94.26,-94.26,-188.52
0.7500000000000004,-5.0,5.0,-94.25,-94.25,-188.5
0.7600000000000005,-5.0,5.0,-94.24,-94.24,-188.48
0.7700000000000005,-5.0,5.0,-94.23,-94.23,-188.46
0.7800000000000005,-5.0,5.0,-94.22,-94.22,-188.44
0.7900000000000005,-5.0,5.0,-94.21,-94.21,-188.42
0.8000000000000005,-5.0,5.0,-94.2,-94.2,-188.4
0.8100000000000005,-5.0,5.0,-94.19,-94.19,-188.38
0.8200000000000005,-5.0,5.0,-94.17999999999999,-94.17999999999999,-188.35999999999999
0.8300000000000005,-5.0,5.0,-94.17,-94.17,-188.34
0.8400000000000005,-5.0,5.0,-94.16,-94.16,-188.32
0.8500000000000005,-5.0,5.0,-94.15,-94.15,-188.3
0.8600000000000005,-5.0,5.0,-94.14,-94.14,-188.28
0.8700000000000006,-5.0,5.0,-94.13,-94.13,-188.26
0.8800000000000006,-5.0,5.0,-94.12,-94.12,-188.24
0.8900000000000006,-5.0,5.0,-94.11,-94.11,-188.22
0.9000000000000006,-5.0,5.0,-94.1,-94.1,-188.2
0.9100000000000006,-5.0,5.0,-94.09,-94.09,-188.18
0.9200000000000006,-5.0,5.0,-94.08,-94.08,-188.16
0.9300000000000006,-5.0,5.0,-94.07,-94.07,-188.14
0.9400000000000006,-5.0,5.0,-94.06,-94.06,-188.12
0.9500000000000006,-5.0,5.0,-94.05,-94.05,-188.1
0.9600000000000006,-5.0,5.0,-94.04,-94.04,-188.08
0.9700000000000006,-5.0,5.0,-94.03,-94.03,-188.06
0.9800000000000006,-5.0,5.0,-94.02,-94.02,-188.04
0.9900000000000007,-5.0,5.0,-94.01,-94.01,-188.02
1.0000000000000007,-5.0,5.0,-94.0,-94.0,-188.0
1.0100000000000007,-5.0,5.0,-93.99,-93.99,-187.98
1.0200000000000007,-5.0,5.0,-93.98,-93.98,-187.96
1.0300000000000007,-5.0,5.0,-93.97,-93.97,-187.94
1.0400000000000007,-5.0,5.0,-93.96,-93.96,-187.92
1.0500000000000007,-5.0,5.0,-93.95,-93.95,-187.9
1.0600000000000007,-5.0,5.0,-93.94,-93.94,-187.88
1.0700000000000007,-5.0,5.0,-93.92999999999999,-93.92999999999999,-187.85999999999999
1.0800000000000007,-5.0,5.0,-93.92,-93.92,-187.84
1.0900000000000007,-5.0,5.0,-93.91,-93.91,-187.82
1.1000000000000008,-5.0,5.0,-93.9,-93.9,-187.8
1.1100000000000008,-5.0,5.0,-93.89,-93.89,-187.78
1.1200000000000008,-5.0,5.0,-93.88,-93.88,-187.76
1.1300000000000008,-5.0,5.0,-93.87,-93.87,-187.74
1.1400000000000008,-5.0,5.0,-93.86,-93.86,-187.72
1.1500000000000008,-5.0,5.0,-93.85,-93.85,-187.7
1.1600000000000008,-5.0,5.0,-93.84,-93.84,-187.68
1.1700000000000008,-5.0,5.0,-93.83,-93.83,-187.66
1.1800000000000008,-5.0,5.0,-93.82,-93.82,-187.64
1.1900000000000008,-5.0,5.0,-93.81,-93.81,-187.62
1.2000000000000008,-5.0,5.0,-93.8,-93.8,-187.6
1.2100000000000009,-5.0,5.0,-93.78999999999999,-93.78999999999999,-187.57999999999998
1.2200000000000009,-5.0,5.0,-93.78,-93.78,-187.56
1.2300000000000009,-5.0,5.0,-93.77,-93.77,-187.54
1.2400000000000009,-5.0,5.0,-93.76,-93.76,-187.52
1.2500000000000009,-5.0,5.0,-93.75,-93.75,-187.5
1.260000000000001,-5.0,5.0,-93.74,-93.74,-187.48
1.270000000000001,-5.0,5.0,-93.73,-93.73,-187.46
1.280000000000001,-5.0,5.0,-93.72,-93.72,-187.44
1.290000000000001,-5.0,5.0,-93.71,-93.71,-187.42
1.300000000000001,-5.0,5.0,-93.7,-93.7,-187.4
1.310000000000001,-5.0,5.0,-93.69,-93.69,-187.38
1.320000000000001,-5.0,5.0,-93.67999999999999,-93.67999999999999,-187.35999999999999
1.330000000000001,-5.0,5.0,-93.67,-93.67,-187.34
1.340000000000001,-5.0,5.0,-93.66,-93.66,-187.32
1.350000000000001,-5.0,5.0,-93.65,-93.65,-187.3
1.360000000000001,-5.0,5.0,-93.64,-93.64,-187.28
1.370000000000001,-5.0,5.0,-93.63,-93.63,-187.26
1.380000000000001,-5.0,5.0,-93.62,-93.62,-187.24
1.390000000000001,-5.0,5.0,-93.61,-93.61,-187.22
1.400000000000001,-5.0,5.0,-93.6,-93.6,-187.2
1.410000000000001,-5.0,5.0,-93.59,-93.59,-187.18
1.420000000000001,-5.0,5.0,-93.58,-93.58,-187.16
1.430000000000001,-5.0,5.0,-93.57,-93.57,-187.14
1.440000000000001,-5.0,5.0,-93.56,-93.56,-187.12
1.450000000000001,-5.0,5.0,-93.55,-93.55,-187.1
1.460000000000001,-5.0,5.0,-93.53999999999999,-93.53999999999999,-187.07999999999998
1.470000000000001,-5.0,5.0,-93.53,-93.53,-187.06
1.480000000000001,-5.0,5.0,-93.52,-93.52,-187.04
1.490000000000001,-5.0,5.0,-93.51,-93.51,-187.02
1.500000000000001,-5.0,5.0,-93.5,-93.5,-187.0
1.5100000000000011,-5.0,5.0,-93.49,-93.49,-186.98
1.5200000000000011,-5.0,5.0,-93.48,-93.48,-186.96
1.5300000000000011,-5.0,5.0,-93.47,-93.47,-186.94
1.5400000000000011,-5.0,5.0,-93.46,-93.46,-186.92
1.5500000000000012,-5.0,5.0,-93.45,-93.45,-186.9
1.5600000000000012,-5.0,5.0,-93.44,-93.44,-186.88
1.5700000000000012,-5.0,5.0,-93.42999999999999,-93.42999999999999,-186.85999999999999
1.5800000000000012,-5.0,5.0,-93.42,-93.42,-186.84
1.5900000000000012,-5.0,5.0,-93.41,-93.41,-186.82
1.6000000000000012,-5.0,5.0,-93.4,-93.4,-186.8
1.6100000000000012,-5.0,5.0,-93.39,-93.39,-186.78
1.6200000000000012,-5.0,5.0,-93.38,-93.38,-186.76
1.6300000000000012,-5.0,5.0,-93.37,-93.37,-186.74
1.6400000000000012,-5.0,5.0,-93.36,-93.36,-186.72
1.6500000000000012,-5.0,5.0,-93.35,-93.35,-186.7
1.6600000000000013,-5.0,5.0,-93.34,-93.34,-186.68
1.6700000000000013,-5.0,5.0,-93.33,-93.33,-186.66
1.6800000000000013,-5.0,5.0,-93.32,-93.32,-186.64
1.6900000000000013,-5.0,5.0,-93.31,-93.31,-186.62
1.7000000000000013,-5.0,5.0,-93.3,-93.3,-186.6
1.7100000000000013,-5.0,5.0,-93.28999999999999,-93.28999999999999,-186.57999999999998
1.7200000000000013,-5.0,5.0,-93.28,-93.28,-186.56
1.7300000000000013,-5.0,5.0,-93.27,-93.27,-186.54
1.7400000000000013,-5.0,5.0,-93.26,-93.26,-186.52
1.7500000000000013,-5.0,5.0,-93.25,-93.25,-186.5
1.7600000000000013,-5.0,5.0,-93.24,-93.24,-186.48
1.7700000000000014,-5.0,5.0,-93.23,-93.23,-186.46
1.7800000000000014,-5.0,5.0,-93.22,-93.22,-186.44
1.7900000000000014,-5.0,5.0,-93.21,-93.21,-186.42
1.8000000000000014,-5.0,5.0,-93.2,-93.2,-186.4
1.8100000000000014,-5.0,5.0,-93.19,-93.19,-186.38
1.8200000000000014,-5.0,5.0,-93.17999999999999,-93.17999999999999,-186.35999999999999
1.8300000000000014,-5.0,5.0,-93.17,-93.17,-186.34
1.8400000000000014,-5.0,5.0,-93.16,-93.16,-186.32
1.8500000000000014,-5.0,5.0,-93.15,-93.15,-186.3
1.8600000000000014,-5.0,5.0,-93.14,-93.14,-186.28
1.8700000000000014,-5.0,5.0,-93.13,-93.13,-186.26
1.8800000000000014,-5.0,5.0,-93.12,-93.12,-186.24
1.8900000000000015,-5.0,5.0,-93.11,-93.11,-186.22
1.9000000000000015,-5.0,5.0,-93.1,-93.1,-186.2
1.9100000000000015,-5.0,5.0,-93.09,-93.09,-186.18
1.9200000000000015,-5.0,5.0,-93.08,-93.08,-186.16
1.9300000000000015,-5.0,5.0,-93.07,-93.07,-186.14
1.9400000000000015,-5.0,5.0,-93.06,-93.06,-186.12
1.9500000000000015,-5.0,5.0,-93.05,-93.05,-186.1
1.9600000000000015,-5.0,5.0,-93.03999999999999,-93.03999999999999,-186.07999999999998
1.9700000000000015,-5.0,5.0,-93.03,-93.03,-186.06
1.9800000000000015,-5.0,5.0,-93.02,-93.02,-186.04
1.9900000000000015,-5.0,5.0,-93.01,-93.01,-186.02
2.0000000000000013,-5.0,5.0,-93.0,-93.0,-186.0
2.010000000000001,-5.0,5.0,-92.99,-92.99,-185.98
2.020000000000001,-5.0,5.0,-92.98,-92.98,-185.96
2.0300000000000007,-5.0,5.0,-92.97,-92.97,-185.94
2.0400000000000005,-5.0,5.0,-92.96,-92.96,-185.92
2.0500000000000003,-5.0,5.0,-92.95,-92.95,-185.9
2.06,-5.0,5.0,-92.94,-92.94,-185.88
2.07,-5.0,5.0,-92.93,-92.93,-185.86
2.0799999999999996,-5.0,5.0,-92.92,-92.92,-185.84
2.0899999999999994,-5.0,5.0,-92.91,-92.91,-185.82
2.099999999999999,-5.0,5.0,-92.9,-92.9,-185.8
2.109999999999999,-5.0,5.0,-92.89,-92.89,-185.78
2.1199999999999988,-5.0,5.0,-92.88,-92.88,-185.76
2.1299999999999986,-5.0,5.0,-92.87,-92.87,-185.74
2.1399999999999983,-5.0,5.0,-92.86,-92.86,-185.72
2.149999999999998,-5.0,5.0,-92.85000000000001,-92.85000000000001,-185.70000000000002
2.159999999999998,-5.0,5.0,-92.84,-92.84,-185.68
2.1699999999999977,-5.0,5.0,-92.83,-92.83,-185.66
2.1799999999999975,-5.0,5.0,-92.82000000000001,-92.82000000000001,-185.64000000000001
2.1899999999999973,-5.0,5.0,-92.81,-92.81,-185.62
2.199999999999997,-5.0,5.0,-92.8,-92.8,-185.6
2.209999999999997,-5.0,5.0,-92.79,-92.79,-185.58
2.2199999999999966,-5.0,5.0,-92.78,-92.78,-185.56
2.2299999999999964,-5.0,5.0,-92.77000000000001,-92.77000000000001,-185.54000000000002
2.239999999999996,-5.0,5.0,-92.76,-92.76,-185.52
2.249999999999996,-5.0,5.0,-92.75,-92.75,-185.5
2.259999999999996,-5.0,5.0,-92.74000000000001,-92.74000000000001,-185.48000000000002
2.2699999999999956,-5.0,5.0,-92.73,-92.73,-185.46
2.2799999999999954,-5.0,5.0,-92.72,-92.72,-185.44
2.289999999999995,-5.0,5.0,-92.71000000000001,-92.71000000000001,-185.42000000000002
2.299999999999995,-5.0,5.0,-92.7,-92.7,-185.4
2.3099999999999947,-5.0,5.0,-92.69000000000001,-92.69000000000001,-185.38000000000002
2.3199999999999945,-5.0,5.0,-92.68,-92.68,-185.36
2.3299999999999943,-5.0,5.0,-92.67,-92.67,-185.34
2.339999999999994,-5.0,5.0,-92.66000000000001,-92.66000000000001,-185.32000000000002
2.349999999999994,-5.0,5.0,-92.65,-92.65,-185.3
2.3599999999999937,-5.0,5.0,-92.64,-92.64,-185.28
2.3699999999999934,-5.0,5.0,-92.63000000000001,-92.63000000000001,-185.26000000000002
2.3799999999999932,-5.0,5.0,-92.62,-92.62,-185.24
2.389999999999993,-5.0,5.0,-92.61000000000001,-92.61000000000001,-185.22000000000003
2.399999999999993,-5.0,5.0,-92.60000000000001,-92.60000000000001,-185.20000000000002
2.4099999999999926,-5.0,5.0,-92.59,-92.59,-185.18
2.4199999999999924,-5.0,5.0,-92.58000000000001,-92.58000000000001,-185.16000000000003
2.429999999999992,-5.0,5.0,-92.57000000000001,-92.57000000000001,-185.14000000000001
2.439999999999992,-5.0,5.0,-92.56,-92.56,-185.12
2.4499999999999917,-5.0,5.0,-92.55000000000001,-92.55000000000001,-185.10000000000002
2.4599999999999915,-5.0,5.0,-92.54,-92.54,-185.08
2.4699999999999913,-5.0,5.0,-92.53000000000002,-92.53000000000002,-185.06000000000003
2.479999999999991,-5.0,5.0,-92.52000000000001,-92.52000000000001,-185.04000000000002
2.489999999999991,-5.0,5.0,-92.51,-92.51,-185.02
2.4999999999999907,-5.0,5.0,-92.50000000000001,-92.50000000000001,-185.00000000000003
2.5099999999999905,-5.0,5.0,-92.49000000000001,-92.49000000000001,-184.98000000000002
2.5199999999999902,-5.0,5.0,-92.48,-92.48,-184.96
2.52999999999999,-5.0,5.0,-92.47000000000001,-92.47000000000001,-184.94000000000003
2.53999999999999,-5.0,5.0,-92.46000000000001,-92.46000000000001,-184.92000000000002
2.5499999999999896,-5.0,5.0,-92.45000000000002,-92.45000000000002,-184.90000000000003
2.5599999999999894,-5.0,5.0,-92.44000000000001,-92.44000000000001,-184.88000000000002
2.569999999999989,-5.0,5.0,-92.43,-92.43,-184.86
2.579999999999989,-5.0,5.0,-92.42000000000002,-92.42000000000002,-184.84000000000003
2.5899999999999888,-5.0,5.0,-92.41000000000001,-92.41000000000001,-184.82000000000002
2.5999999999999885,-5.0,5.0,-92.4,-92.4,-184.8
2.6099999999999883,-5.0,5.0,-92.39000000000001,-92.39000000000001,-184.78000000000003
2.619999999999988,-5.0,5.0,-92.38000000000001,-92.38000000000001,-184.76000000000002
2.629999999999988,-5.0,5.0,-92.37000000000002,-92.37000000000002,-184.74000000000004
2.6399999999999877,-5.0,5.0,-92.36000000000001,-92.36000000000001,-184.72000000000003
2.6499999999999875,-5.0,5.0,-92.35000000000001,-92.35000000000001,-184.70000000000002
2.6599999999999873,-5.0,5.0,-92.34000000000002,-92.34000000000002,-184.68000000000004
2.669999999999987,-5.0,5.0,-92.33000000000001,-92.33000000000001,-184.66000000000003
2.679999999999987,-5.0,5.0,-92.32000000000001,-92.32000000000001,-184.64000000000001
2.6899999999999866,-5.0,5.0,-92.31000000000002,-92.31000000000002,-184.62000000000003
2.6999999999999864,-5.0,5.0,-92.30000000000001,-92.30000000000001,-184.60000000000002
2.709999999999986,-5.0,5.0,-92.29000000000002,-92.29000000000002,-184.58000000000004
2.719999999999986,-5.0,5.0,-92.28000000000002,-92.28000000000002,-184.56000000000003
2.7299999999999858,-5.0,5.0,-92.27000000000001,-92.27000000000001,-184.54000000000002
2.7399999999999856,-5.0,5.0,-92.26000000000002,-92.26000000000002,-184.52000000000004
2.7499999999999853,-5.0,5.0,-92.25000000000001,-92.25000000000001,-184.50000000000003
2.759999999999985,-5.0,5.0,-92.24000000000001,-92.24000000000001,-184.48000000000002
2.769999999999985,-5.0,5.0,-92.23000000000002,-92.23000000000002,-184.46000000000004
2.7799999999999847,-5.0,5.0,-92.22000000000001,-92.22000000000001,-184.44000000000003
2.7899999999999845,-5.0,5.0,-92.21000000000002,-92.21000000000002,-184.42000000000004
2.7999999999999843,-5.0,5.0,-92.20000000000002,-92.20000000000002,-184.40000000000003
2.809999999999984,-5.0,5.0,-92.19000000000001,-92.19000000000001,-184.38000000000002
2.819999999999984,-5.0,5.0,-92.18000000000002,-92.18000000000002,-184.36000000000004
2.8299999999999836,-5.0,5.0,-92.17000000000002,-92.17000000000002,-184.34000000000003
2.8399999999999834,-5.0,5.0,-92.16000000000001,-92.16000000000001,-184.32000000000002
2.849999999999983,-5.0,5.0,-92.15000000000002,-92.15000000000002,-184.30000000000004
2.859999999999983,-5.0,5.0,-92.14000000000001,-92.14000000000001,-184.28000000000003
2.869999999999983,-5.0,5.0,-92.13000000000002,-92.13000000000002,-184.26000000000005
2.8799999999999826,-5.0,5.0,-92.12000000000002,-92.12000000000002,-184.24000000000004
2.8899999999999824,-5.0,5.0,-92.11000000000001,-92.11000000000001,-184.22000000000003
2.899999999999982,-5.0,5.0,-92.10000000000002,-92.10000000000002,-184.20000000000005
2.909999999999982,-5.0,5.0,-92.09000000000002,-92.09000000000002,-184.18000000000004
2.9199999999999817,-5.0,5.0,-92.08000000000001,-92.08000000000001,-184.16000000000003
2.9299999999999815,-5.0,5.0,-92.07000000000002,-92.07000000000002,-184.14000000000004
2.9399999999999813,-5.0,5.0,-92.06000000000002,-92.06000000000002,-184.12000000000003
2.949999999999981,-5.0,5.0,-92.05000000000003,-92.05000000000003,-184.10000000000005
2.959999999999981,-5.0,5.0,-92.04000000000002,-92.04000000000002,-184.08000000000004
2.9699999999999807,-5.0,5.0,-92.03000000000002,-92.03000000000002,-184.06000000000003
2.9799999999999804,-5.0,5.0,-92.02000000000002,-92.02000000000002,-184.04000000000005
2.9899999999999802,-5.0,5.0,-92.01000000000002,-92.01000000000002,-184.02000000000004
2.99999999999998,-5.0,5.0,-92.00000000000001,-92.00000000000001,-184.00000000000003
3.00999999999998,-5.0,5.0,-91.99000000000002,-91.99000000000002,-183.98000000000005
3.0199999999999796,-5.0,5.0,-91.98000000000002,-91.98000000000002,-183.96000000000004
3.0299999999999794,-5.0,5.0,-91.97000000000003,-91.97000000000003,-183.94000000000005
3.039999999999979,-5.0,5.0,-91.96000000000002,-91.96000000000002,-183.92000000000004
3.049999999999979,-5.0,5.0,-91.95000000000002,-91.95000000000002,-183.90000000000003
3.0599999999999787,-5.0,5.0,-91.94000000000003,-91.94000000000003,-183.88000000000005
3.0699999999999785,-5.0,5.0,-91.93000000000002,-91.93000000000002,-183.86000000000004
3.0799999999999783,-5.0,5.0,-91.92000000000002,-91.92000000000002,-183.84000000000003
3.089999999999978,-5.0,5.0,-91.91000000000003,-91.91000000000003,-183.82000000000005
3.099999999999978,-5.0,5.0,-91.90000000000002,-91.90000000000002,-183.80000000000004
3.1099999999999777,-5.0,5.0,-91.89000000000003,-91.89000000000003,-183.78000000000006
3.1199999999999775,-5.0,5.0,-91.88000000000002,-91.88000000000002,-183.76000000000005
3.1299999999999772,-5.0,5.0,-91.87000000000002,-91.87000000000002,-183.74000000000004
3.139999999999977,-5.0,5.0,-91.86000000000003,-91.86000000000003,-183.72000000000006
3.149999999999977,-5.0,5.0,-91.85000000000002,-91.85000000000002,-183.70000000000005
3.1599999999999766,-5.0,5.0,-91.84000000000002,-91.84000000000002,-183.68000000000004
3.1699999999999764,-5.0,5.0,-91.83000000000003,-91.83000000000003,-183.66000000000005
3.179999999999976,-5.0,5.0,-91.82000000000002,-91.82000000000002,-183.64000000000004
3.189999999999976,-5.0,5.0,-91.81000000000003,-91.81000000000003,-183.62000000000006
3.1999999999999758,-5.0,5.0,-91.80000000000003,-91.80000000000003,-183.60000000000005
3.2099999999999755,-5.0,5.0,-91.79000000000002,-91.79000000000002,-183.58000000000004
3.2199999999999753,-5.0,5.0,-91.78000000000003,-91.78000000000003,-183.56000000000006
3.229999999999975,-5.0,5.0,-91.77000000000002,-91.77000000000002,-183.54000000000005
3.239999999999975,-5.0,5.0,-91.76000000000002,-91.76000000000002,-183.52000000000004
3.2499999999999747,-5.0,5.0,-91.75000000000003,-91.75000000000003,-183.50000000000006
3.2599999999999745,-5.0,5.0,-91.74000000000002,-91.74000000000002,-183.48000000000005
3.2699999999999743,-5.0,5.0,-91.73000000000003,-91.73000000000003,-183.46000000000006
3.279999999999974,-5.0,5.0,-91.72000000000003,-91.72000000000003,-183.44000000000005
3.289999999999974,-5.0,5.0,-91.71000000000002,-91.71000000000002,-183.42000000000004
3.2999999999999736,-5.0,5.0,-91.70000000000003,-91.70000000000003,-183.40000000000006
3.3099999999999734,-5.0,5.0,-91.69000000000003,-91.69000000000003,-183.38000000000005
3.319999999999973,-5.0,5.0,-91.68000000000002,-91.68000000000002,-183.36000000000004
3.329999999999973,-5.0,5.0,-91.67000000000003,-91.67000000000003,-183.34000000000006
3.3399999999999728,-5.0,5.0,-91.66000000000003,-91.66000000000003,-183.32000000000005
3.3499999999999726,-5.0,5.0,-91.65000000000003,-91.65000000000003,-183.30000000000007
3.3599999999999723,-5.0,5.0,-91.64000000000003,-91.64000000000003,-183.28000000000006
3.369999999999972,-5.0,5.0,-91.63000000000002,-91.63000000000002,-183.26000000000005
3.379999999999972,-5.0,5.0,-91.62000000000003,-91.62000000000003,-183.24000000000007
3.3899999999999717,-5.0,5.0,-91.61000000000003,-91.61000000000003,-183.22000000000006
3.3999999999999715,-5.0,5.0,-91.60000000000002,-91.60000000000002,-183.20000000000005
3.4099999999999713,-5.0,5.0,-91.59000000000003,-91.59000000000003,-183.18000000000006
3.419999999999971,-5.0,5.0,-91.58000000000003,-91.58000000000003,-183.16000000000005
3.429999999999971,-5.0,5.0,-91.57000000000004,-91.57000000000004,-183.14000000000007
3.4399999999999706,-5.0,5.0,-91.56000000000003,-91.56000000000003,-183.12000000000006
3.4499999999999704,-5.0,5.0,-91.55000000000003,-91.55000000000003,-183.10000000000005
3.45999999999997,-5.0,5.0,-91.54000000000003,-91.54000000000003,-183.08000000000007
3.46999999999997,-5.0,5.0,-91.53000000000003,-91.53000000000003,-183.06000000000006
3.47999999999997,-5.0,5.0,-91.52000000000002,-91.52000000000002,-183.04000000000005
3.4899999999999696,-5.0,5.0,-91.51000000000003,-91.51000000000003,-183.02000000000007
3.4999999999999694,-5.0,5.0,-91.50000000000003,-91.50000000000003,-183.00000000000006
3.509999999999969,-5.0,5.0,-91.49000000000004,-91.49000000000004,-182.98000000000008
3.519999999999969,-5.0,5.0,-91.48000000000003,-91.48000000000003,-182.96000000000006
3.5299999999999687,-5.0,5.0,-91.47000000000003,-91.47000000000003,-182.94000000000005
3.5399999999999685,-5.0,5.0,-91.46000000000004,-91.46000000000004,-182.92000000000007
3.5499999999999683,-5.0,5.0,-91.45000000000003,-91.45000000000003,-182.90000000000006
3.559999999999968,-5.0,5.0,-91.44000000000003,-91.44000000000003,-182.88000000000005
3.569999999999968,-5.0,5.0,-91.43000000000004,-91.43000000000004,-182.86000000000007
3.5799999999999677,-5.0,5.0,-91.42000000000003,-91.42000000000003,-182.84000000000006
3.5899999999999674,-5.0,5.0,-91.41000000000004,-91.41000000000004,-182.82000000000008
3.5999999999999672,-5.0,5.0,-91.40000000000003,-91.40000000000003,-182.80000000000007
3.609999999999967,-5.0,5.0,-91.39000000000003,-91.39000000000003,-182.78000000000006
3.619999999999967,-5.0,5.0,-91.38000000000004,-91.38000000000004,-182.76000000000008
3.6299999999999666,-5.0,5.0,-91.37000000000003,-91.37000000000003,-182.74000000000007
3.6399999999999664,-5.0,5.0,-91.36000000000003,-91.36000000000003,-182.72000000000006
3.649999999999966,-5.0,5.0,-91.35000000000004,-91.35000000000004,-182.70000000000007
3.659999999999966,-5.0,5.0,-91.34000000000003,-91.34000000000003,-182.68000000000006
3.6699999999999657,-5.0,5.0,-91.33000000000004,-91.33000000000004,-182.66000000000008
3.6799999999999655,-5.0,5.0,-91.32000000000004,-91.32000000000004,-182.64000000000007
3.6899999999999653,-5.0,5.0,-91.31000000000003,-91.31000000000003,-182.62000000000006
3.699999999999965,-5.0,5.0,-91.30000000000004,-91.30000000000004,-182.60000000000008
3.709999999999965,-5.0,5.0,-91.29000000000003,-91.29000000000003,-182.58000000000007
3.7199999999999647,-5.0,5.0,-91.28000000000003,-91.28000000000003,-182.56000000000006
3.7299999999999645,-5.0,5.0,-91.27000000000004,-91.27000000000004,-182.54000000000008
